Animal,Mother,MotherFw,MotherCw,Father,FatherFw,FatherCw,F1Sex,F1Fw,F1Cw,numCwParents,density
F1.1084,F.CC33,NwNw,6,M.CC25,Fw,3,M,Nw,5,2,404
F1.1085,F.CC33,NwNw,6,M.CC25,Fw,3,M,Nw,5,2,404
F1.1086,F.CC33,NwNw,6,M.CC25,Fw,3,F,,7,2,404
F1.1087,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1088,F.CC33,NwNw,6,M.CC25,Fw,3,F,,1,2,404
F1.1089,F.CC33,NwNw,6,M.CC25,Fw,3,F,,7,2,404
F1.1090,F.CC33,NwNw,6,M.CC25,Fw,3,F,,7,2,404
F1.1091,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1092,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1093,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1094,F.CC33,NwNw,6,M.CC25,Fw,3,F,,5,2,404
F1.1095,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1096,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1097,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1098,F.CC33,NwNw,6,M.CC25,Fw,3,F,,6,2,404
F1.1099,F.CC33,NwNw,6,M.CC25,Fw,3,F,,3,2,404
F1.1100,F.CC33,NwNw,6,M.CC25,Fw,3,F,,5,2,404
F1.1101,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1102,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1103,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1104,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1105,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1106,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1107,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1108,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1109,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1110,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1111,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1112,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1113,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1114,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1115,F.CC49,NwNw,0,M.CC4,Nw,0,M,Nw,0,0,244
F1.1116,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1117,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1118,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1119,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1120,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1121,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1122,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1123,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1124,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1125,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1126,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1127,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1128,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1129,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1130,F.CC49,NwNw,0,M.CC4,Nw,0,F,,0,0,244
F1.1131,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,0,1,419
F1.1132,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,1,1,419
F1.1133,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,2,1,419
F1.1134,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,6,1,419
F1.1135,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,0,1,419
F1.1136,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,3,1,419
F1.1137,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,3,1,419
F1.1138,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,0,1,419
F1.1139,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,4,1,419
F1.1140,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,3,1,419
F1.1141,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,1,1,419
F1.1142,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,4,1,419
F1.1143,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,3,1,419
F1.1144,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,0,1,419
F1.1145,F.CC36,FwFw,6,M.CC20.1,Fw,0,M,Fw,2,1,419
F1.1146,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,0,1,419
F1.1147,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,3,1,419
F1.1148,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,0,1,419
F1.1149,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,0,1,419
F1.1150,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,6,1,419
F1.1151,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,2,1,419
F1.1152,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,1,1,419
F1.1153,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,3,1,419
F1.1154,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,2,1,419
F1.1155,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,3,1,419
F1.1156,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,5,1,419
F1.1157,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,0,1,419
F1.1158,F.CC36,FwFw,6,M.CC20.1,Fw,0,F,,3,1,419
F1.1159,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,2,2,364
F1.1160,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,3,2,364
F1.1161,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,4,2,364
F1.1162,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,2,2,364
F1.1163,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,6,2,364
F1.1164,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,4,2,364
F1.1165,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,4,2,364
F1.1166,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,2,2,364
F1.1167,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,4,2,364
F1.1168,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,4,2,364
F1.1169,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,5,2,364
F1.1170,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,5,2,364
F1.1171,F.CC57,NwNw,2,M.CC21,Fw,5,M,Nw,4,2,364
F1.1172,F.CC57,NwNw,2,M.CC21,Fw,5,F,,3,2,364
F1.1173,F.CC57,NwNw,2,M.CC21,Fw,5,F,,8,2,364
F1.1174,F.CC57,NwNw,2,M.CC21,Fw,5,F,,8,2,364
F1.1175,F.CC57,NwNw,2,M.CC21,Fw,5,F,,6,2,364
F1.1176,F.CC57,NwNw,2,M.CC21,Fw,5,F,,4,2,364
F1.1177,F.CC57,NwNw,2,M.CC21,Fw,5,F,,2,2,364
F1.1178,F.CC57,NwNw,2,M.CC21,Fw,5,F,,5,2,364
F1.1179,F.CC57,NwNw,2,M.CC21,Fw,5,F,,2,2,364
F1.1180,F.CC57,NwNw,2,M.CC21,Fw,5,F,,6,2,364
F1.1181,F.CC57,NwNw,2,M.CC21,Fw,5,F,,3,2,364
F1.1182,F.CC57,NwNw,2,M.CC21,Fw,5,F,,2,2,364
F1.1183,F.CC57,NwNw,2,M.CC21,Fw,5,F,,4,2,364
F1.1184,F.CC57,NwNw,2,M.CC21,Fw,5,F,,2,2,364
F1.1185,F.CC57,NwNw,2,M.CC21,Fw,5,F,,4,2,364
F1.1186,F.CC57,NwNw,2,M.CC21,Fw,5,F,,1,2,364
F1.1187,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,3,2,385
F1.1188,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,1,2,385
F1.1189,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,3,2,385
F1.1190,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,1,2,385
F1.1191,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,5,2,385
F1.1192,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,3,2,385
F1.1193,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,6,2,385
F1.1194,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,1,2,385
F1.1195,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,4,2,385
F1.1196,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,4,2,385
F1.1197,F.CC65,NwNw,4,M.CC23,Fw,6,M,Nw,6,2,385
F1.1198,F.CC65,NwNw,4,M.CC23,Fw,6,F,,7,2,385
F1.1199,F.CC65,NwNw,4,M.CC23,Fw,6,F,,8,2,385
F1.1200,F.CC65,NwNw,4,M.CC23,Fw,6,F,,6,2,385
F1.1201,F.CC65,NwNw,4,M.CC23,Fw,6,F,,6,2,385
F1.1202,F.CC65,NwNw,4,M.CC23,Fw,6,F,,6,2,385
F1.1203,F.CC65,NwNw,4,M.CC23,Fw,6,F,,3,2,385
F1.1204,F.CC65,NwNw,4,M.CC23,Fw,6,F,,7,2,385
F1.1205,F.CC65,NwNw,4,M.CC23,Fw,6,F,,4,2,385
F1.1206,F.CC65,NwNw,4,M.CC23,Fw,6,F,,5,2,385
F1.1207,F.CC65,NwNw,4,M.CC23,Fw,6,F,,2,2,385
F1.1208,F.CC65,NwNw,4,M.CC23,Fw,6,F,,6,2,385
F1.1209,F.CC65,NwNw,4,M.CC23,Fw,6,F,,0,2,385
F1.1210,F.CC65,NwNw,4,M.CC23,Fw,6,F,,3,2,385
F1.1211,F.CC65,NwNw,4,M.CC23,Fw,6,F,,5,2,385
F1.1212,F.CC65,NwNw,4,M.CC23,Fw,6,F,,0,2,385
F1.1213,F.CC96,NwFw,3,M.CC28,Nw,3,M,Nw,0,2,381
F1.1214,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,5,2,381
F1.1215,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,4,2,381
F1.1216,F.CC96,NwFw,3,M.CC28,Nw,3,M,Nw,0,2,381
F1.1217,F.CC96,NwFw,3,M.CC28,Nw,3,M,Nw,0,2,381
F1.1218,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,3,2,381
F1.1219,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,1,2,381
F1.1220,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,3,2,381
F1.1221,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,2,2,381
F1.1222,F.CC96,NwFw,3,M.CC28,Nw,3,M,Nw,0,2,381
F1.1223,F.CC96,NwFw,3,M.CC28,Nw,3,M,Nw,0,2,381
F1.1224,F.CC96,NwFw,3,M.CC28,Nw,3,M,Nw,0,2,381
F1.1225,F.CC96,NwFw,3,M.CC28,Nw,3,M,Nw,0,2,381
F1.1226,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,6,2,381
F1.1227,F.CC96,NwFw,3,M.CC28,Nw,3,M,Fw,0,2,381
F1.1228,F.CC96,NwFw,3,M.CC28,Nw,3,F,,6,2,381
F1.1229,F.CC96,NwFw,3,M.CC28,Nw,3,F,,5,2,381
F1.1230,F.CC96,NwFw,3,M.CC28,Nw,3,F,,6,2,381
F1.1231,F.CC96,NwFw,3,M.CC28,Nw,3,F,,0,2,381
F1.1232,F.CC96,NwFw,3,M.CC28,Nw,3,F,,5,2,381
F1.1233,F.CC96,NwFw,3,M.CC28,Nw,3,F,,6,2,381
F1.1234,F.CC96,NwFw,3,M.CC28,Nw,3,F,,5,2,381
F1.1235,F.CC96,NwFw,3,M.CC28,Nw,3,F,,6,2,381
F1.1236,F.CC96,NwFw,3,M.CC28,Nw,3,F,,2,2,381
F1.1237,F.CC96,NwFw,3,M.CC28,Nw,3,F,,6,2,381
F1.1238,F.CC96,NwFw,3,M.CC28,Nw,3,F,,4,2,381
F1.1239,F.CC96,NwFw,3,M.CC28,Nw,3,F,,3,2,381
F1.1240,F.CC96,NwFw,3,M.CC28,Nw,3,F,,4,2,381
F1.1241,F.CC96,NwFw,3,M.CC28,Nw,3,F,,2,2,381
F1.1242,F.CC96,NwFw,3,M.CC28,Nw,3,F,,0,2,381
F1.1243,F.CC11,NwFw,0,M.CC6,Nw,0,M,Nw,0,0,349
F1.1244,F.CC11,NwFw,0,M.CC6,Nw,0,M,Nw,0,0,349
F1.1245,F.CC11,NwFw,0,M.CC6,Nw,0,M,Nw,0,0,349
F1.1246,F.CC11,NwFw,0,M.CC6,Nw,0,M,Nw,0,0,349
F1.1247,F.CC11,NwFw,0,M.CC6,Nw,0,M,Nw,0,0,349
F1.1248,F.CC11,NwFw,0,M.CC6,Nw,0,M,Nw,0,0,349
F1.1249,F.CC11,NwFw,0,M.CC6,Nw,0,M,Fw,0,0,349
F1.1250,F.CC11,NwFw,0,M.CC6,Nw,0,M,Fw,0,0,349
F1.1251,F.CC11,NwFw,0,M.CC6,Nw,0,M,Fw,0,0,349
F1.1252,F.CC11,NwFw,0,M.CC6,Nw,0,M,Fw,0,0,349
F1.1253,F.CC11,NwFw,0,M.CC6,Nw,0,M,Fw,0,0,349
F1.1254,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1255,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1256,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1257,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1258,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1259,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1260,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1261,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1262,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1263,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1264,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1265,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1266,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1267,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1268,F.CC11,NwFw,0,M.CC6,Nw,0,F,,0,0,349
F1.1269,F.CC10,NwFw,1,M.CC17,Fw,0,M,Nw,5,1,492
F1.1270,F.CC10,NwFw,1,M.CC17,Fw,0,M,Fw,0,1,492
F1.1271,F.CC10,NwFw,1,M.CC17,Fw,0,M,Fw,0,1,492
F1.1272,F.CC10,NwFw,1,M.CC17,Fw,0,M,Nw,0,1,492
F1.1273,F.CC10,NwFw,1,M.CC17,Fw,0,M,Fw,0,1,492
F1.1274,F.CC10,NwFw,1,M.CC17,Fw,0,M,Fw,0,1,492
F1.1275,F.CC10,NwFw,1,M.CC17,Fw,0,M,Nw,0,1,492
F1.1276,F.CC10,NwFw,1,M.CC17,Fw,0,M,Fw,0,1,492
F1.1277,F.CC10,NwFw,1,M.CC17,Fw,0,M,Nw,0,1,492
F1.1278,F.CC10,NwFw,1,M.CC17,Fw,0,M,Fw,0,1,492
F1.1279,F.CC10,NwFw,1,M.CC17,Fw,0,M,Nw,0,1,492
F1.1280,F.CC10,NwFw,1,M.CC17,Fw,0,M,Nw,0,1,492
F1.1281,F.CC10,NwFw,1,M.CC17,Fw,0,M,Nw,0,1,492
F1.1282,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1283,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1284,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1285,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1286,F.CC10,NwFw,1,M.CC17,Fw,0,F,,2,1,492
F1.1287,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1288,F.CC10,NwFw,1,M.CC17,Fw,0,F,,4,1,492
F1.1289,F.CC10,NwFw,1,M.CC17,Fw,0,F,,3,1,492
F1.1290,F.CC10,NwFw,1,M.CC17,Fw,0,F,,2,1,492
F1.1291,F.CC10,NwFw,1,M.CC17,Fw,0,F,,2,1,492
F1.1292,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1293,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1294,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1295,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1296,F.CC10,NwFw,1,M.CC17,Fw,0,F,,0,1,492
F1.1297,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,0,2,469
F1.1298,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,3,2,469
F1.1299,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,2,2,469
F1.1300,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,6,2,469
F1.1301,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,0,2,469
F1.1302,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,0,2,469
F1.1303,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,4,2,469
F1.1304,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,3,2,469
F1.1305,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,4,2,469
F1.1306,F.CC38,NwNw,2,M.CC28,Nw,3,M,Nw,2,2,469
F1.1307,F.CC38,NwNw,2,M.CC28,Nw,3,F,,1,2,469
F1.1308,F.CC38,NwNw,2,M.CC28,Nw,3,F,,2,2,469
F1.1309,F.CC38,NwNw,2,M.CC28,Nw,3,F,,6,2,469
F1.1310,F.CC38,NwNw,2,M.CC28,Nw,3,F,,0,2,469
F1.1311,F.CC38,NwNw,2,M.CC28,Nw,3,F,,4,2,469
F1.1312,F.CC38,NwNw,2,M.CC28,Nw,3,F,,0,2,469
F1.1313,F.CC38,NwNw,2,M.CC28,Nw,3,F,,2,2,469
F1.1314,F.CC38,NwNw,2,M.CC28,Nw,3,F,,3,2,469
F1.1315,F.CC38,NwNw,2,M.CC28,Nw,3,F,,0,2,469
F1.1316,F.CC38,NwNw,2,M.CC28,Nw,3,F,,2,2,469
F1.1317,F.CC38,NwNw,2,M.CC28,Nw,3,F,,5,2,469
F1.1318,F.CC38,NwNw,2,M.CC28,Nw,3,F,,0,2,469
F1.1319,F.CC38,NwNw,2,M.CC28,Nw,3,F,,2,2,469
F1.1320,F.CC38,NwNw,2,M.CC28,Nw,3,F,,0,2,469
F1.1321,F.CC38,NwNw,2,M.CC28,Nw,3,F,,0,2,469
F1.1322,F.CC102,NwFw,0,M.CC33,Fw,6,M,Nw,6,1,177
F1.1323,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,177
F1.1324,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,177
F1.1325,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,177
F1.1326,F.CC102,NwFw,0,M.CC33,Fw,6,M,Nw,2,1,177
F1.1327,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,177
F1.1328,F.CC102,NwFw,0,M.CC33,Fw,6,M,Nw,2,1,177
F1.1329,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,3,1,177
F1.1330,F.CC102,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,177
F1.1331,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,4,1,177
F1.1332,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,6,1,177
F1.1333,F.CC102,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,177
F1.1334,F.CC102,NwFw,0,M.CC33,Fw,6,M,Fw,5,1,177
F1.1335,F.CC102,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,177
F1.1336,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1337,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1338,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1339,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1340,F.CC102,NwFw,0,M.CC33,Fw,6,F,,7,1,177
F1.1341,F.CC102,NwFw,0,M.CC33,Fw,6,F,,5,1,177
F1.1342,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1343,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1344,F.CC102,NwFw,0,M.CC33,Fw,6,F,,4,1,177
F1.1345,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1346,F.CC102,NwFw,0,M.CC33,Fw,6,F,,8,1,177
F1.1347,F.CC102,NwFw,0,M.CC33,Fw,6,F,,6,1,177
F1.1348,F.CC102,NwFw,0,M.CC33,Fw,6,F,,3,1,177
F1.1349,F.CC102,NwFw,0,M.CC33,Fw,6,F,,0,1,177
F1.1350,F.CC102,NwFw,0,M.CC33,Fw,6,F,,2,1,177
F1.1351,F.CC51,NwFw,4,M.CC14,Nw,0,M,Nw,2,1,403
F1.1352,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,0,1,403
F1.1353,F.CC51,NwFw,4,M.CC14,Nw,0,M,Nw,2,1,403
F1.1354,F.CC51,NwFw,4,M.CC14,Nw,0,M,Nw,0,1,403
F1.1355,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,0,1,403
F1.1356,F.CC51,NwFw,4,M.CC14,Nw,0,M,Nw,1,1,403
F1.1357,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,0,1,403
F1.1358,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,2,1,403
F1.1359,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,1,1,403
F1.1360,F.CC51,NwFw,4,M.CC14,Nw,0,M,Nw,0,1,403
F1.1361,F.CC51,NwFw,4,M.CC14,Nw,0,M,Nw,1,1,403
F1.1362,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,1,1,403
F1.1363,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,2,1,403
F1.1364,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,0,1,403
F1.1365,F.CC51,NwFw,4,M.CC14,Nw,0,M,Fw,0,1,403
F1.1366,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1367,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1368,F.CC51,NwFw,4,M.CC14,Nw,0,F,,1,1,403
F1.1369,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1370,F.CC51,NwFw,4,M.CC14,Nw,0,F,,5,1,403
F1.1371,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1372,F.CC51,NwFw,4,M.CC14,Nw,0,F,,1,1,403
F1.1373,F.CC51,NwFw,4,M.CC14,Nw,0,F,,0,1,403
F1.1374,F.CC51,NwFw,4,M.CC14,Nw,0,F,,1,1,403
F1.1375,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1376,F.CC51,NwFw,4,M.CC14,Nw,0,F,,0,1,403
F1.1377,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1378,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1379,F.CC51,NwFw,4,M.CC14,Nw,0,F,,1,1,403
F1.1380,F.CC51,NwFw,4,M.CC14,Nw,0,F,,2,1,403
F1.1381,F.CC59,NwFw,2,M.CC15,Fw,0,M,Nw,4,1,530
F1.1382,F.CC59,NwFw,2,M.CC15,Fw,0,M,Nw,0,1,530
F1.1383,F.CC59,NwFw,2,M.CC15,Fw,0,M,Nw,0,1,530
F1.1384,F.CC59,NwFw,2,M.CC15,Fw,0,M,Fw,3,1,530
F1.1385,F.CC59,NwFw,2,M.CC15,Fw,0,M,Fw,0,1,530
F1.1386,F.CC59,NwFw,2,M.CC15,Fw,0,M,Fw,1,1,530
F1.1387,F.CC59,NwFw,2,M.CC15,Fw,0,M,Nw,5,1,530
F1.1388,F.CC59,NwFw,2,M.CC15,Fw,0,M,Nw,2,1,530
F1.1389,F.CC59,NwFw,2,M.CC15,Fw,0,M,Nw,0,1,530
F1.1390,F.CC59,NwFw,2,M.CC15,Fw,0,M,Fw,0,1,530
F1.1391,F.CC59,NwFw,2,M.CC15,Fw,0,M,Nw,2,1,530
F1.1392,F.CC59,NwFw,2,M.CC15,Fw,0,F,,0,1,530
F1.1393,F.CC59,NwFw,2,M.CC15,Fw,0,F,,3,1,530
F1.1394,F.CC59,NwFw,2,M.CC15,Fw,0,F,,0,1,530
F1.1395,F.CC59,NwFw,2,M.CC15,Fw,0,F,,0,1,530
F1.1396,F.CC59,NwFw,2,M.CC15,Fw,0,F,,5,1,530
F1.1397,F.CC59,NwFw,2,M.CC15,Fw,0,F,,0,1,530
F1.1398,F.CC59,NwFw,2,M.CC15,Fw,0,F,,0,1,530
F1.1399,F.CC59,NwFw,2,M.CC15,Fw,0,F,,4,1,530
F1.1400,F.CC59,NwFw,2,M.CC15,Fw,0,F,,3,1,530
F1.1401,F.CC59,NwFw,2,M.CC15,Fw,0,F,,1,1,530
F1.1402,F.CC59,NwFw,2,M.CC15,Fw,0,F,,0,1,530
F1.1403,F.CC59,NwFw,2,M.CC15,Fw,0,F,,0,1,530
F1.1404,F.CC59,NwFw,2,M.CC15,Fw,0,F,,2,1,530
F1.1405,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,0,2,178
F1.1406,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,0,2,178
F1.1407,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,6,2,178
F1.1408,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,4,2,178
F1.1409,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,4,2,178
F1.1410,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,4,2,178
F1.1411,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,3,2,178
F1.1412,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,0,2,178
F1.1413,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,4,2,178
F1.1414,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,5,2,178
F1.1415,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,0,2,178
F1.1416,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,0,2,178
F1.1417,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,0,2,178
F1.1418,F.CC56,FwFw,6,M.CC26,Nw,6,M,Fw,6,2,178
