Animal,Mother,MotherFw,MotherCw,Father,FatherFw,FatherCw,F1Sex,F1Fw,F1Cw,numCwParents,density
F1.1754,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,4,1,509
F1.1755,F.CC84,NwFw,3,M.CC19,Fw,0,M,Nw,0,1,509
F1.1756,F.CC84,NwFw,3,M.CC19,Fw,0,M,Nw,0,1,509
F1.1757,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,0,1,509
F1.1758,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,0,1,509
F1.1759,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,0,1,509
F1.1760,F.CC84,NwFw,3,M.CC19,Fw,0,M,Nw,1,1,509
F1.1761,F.CC84,NwFw,3,M.CC19,Fw,0,M,Fw,2,1,509
F1.1762,F.CC84,NwFw,3,M.CC19,Fw,0,F,,2,1,509
F1.1763,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1764,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1765,F.CC84,NwFw,3,M.CC19,Fw,0,F,,3,1,509
F1.1766,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1767,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1768,F.CC84,NwFw,3,M.CC19,Fw,0,F,,4,1,509
F1.1769,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1770,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1771,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1772,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1773,F.CC84,NwFw,3,M.CC19,Fw,0,F,,3,1,509
F1.1774,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1775,F.CC84,NwFw,3,M.CC19,Fw,0,F,,4,1,509
F1.1776,F.CC84,NwFw,3,M.CC19,Fw,0,F,,0,1,509
F1.1777,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1778,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1779,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1780,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1781,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1782,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1783,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1784,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1785,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1786,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1787,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1788,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1789,F.CC31,FwFw,0,M.CC2,Nw,0,M,Fw,0,0,397
F1.1790,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1791,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1792,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1793,F.CC31,FwFw,0,M.CC2,Nw,0,F,,1,0,397
F1.1794,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1795,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1796,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1797,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1798,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1799,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1800,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1801,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1802,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1803,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1804,F.CC31,FwFw,0,M.CC2,Nw,0,F,,0,0,397
F1.1805,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1806,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1807,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1808,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1809,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1810,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1811,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1812,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1813,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1814,F.CC37,FwFw,0,M.CC6,Nw,0,M,Fw,0,0,267
F1.1815,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1816,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1817,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1818,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1819,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1820,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1821,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1822,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1823,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1824,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1825,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1826,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1827,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1828,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1829,F.CC37,FwFw,0,M.CC6,Nw,0,F,,0,0,267
F1.1830,F.CC32,NwFw,2,M.CC18,Nw,0,M,Nw,1,1,388
F1.1831,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,0,1,388
F1.1832,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,0,1,388
F1.1833,F.CC32,NwFw,2,M.CC18,Nw,0,M,Nw,1,1,388
F1.1834,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,1,1,388
F1.1835,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,1,1,388
F1.1836,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,0,1,388
F1.1837,F.CC32,NwFw,2,M.CC18,Nw,0,M,Nw,2,1,388
F1.1838,F.CC32,NwFw,2,M.CC18,Nw,0,M,Nw,0,1,388
F1.1839,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,1,1,388
F1.1840,F.CC32,NwFw,2,M.CC18,Nw,0,M,Nw,0,1,388
F1.1841,F.CC32,NwFw,2,M.CC18,Nw,0,M,Nw,0,1,388
F1.1842,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,0,1,388
F1.1843,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,0,1,388
F1.1844,F.CC32,NwFw,2,M.CC18,Nw,0,M,Fw,0,1,388
F1.1845,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1846,F.CC32,NwFw,2,M.CC18,Nw,0,F,,5,1,388
F1.1847,F.CC32,NwFw,2,M.CC18,Nw,0,F,,2,1,388
F1.1848,F.CC32,NwFw,2,M.CC18,Nw,0,F,,3,1,388
F1.1849,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1850,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1851,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1852,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1853,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1854,F.CC32,NwFw,2,M.CC18,Nw,0,F,,2,1,388
F1.1855,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1856,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1857,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1858,F.CC32,NwFw,2,M.CC18,Nw,0,F,,1,1,388
F1.1859,F.CC32,NwFw,2,M.CC18,Nw,0,F,,0,1,388
F1.1860,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,1,1,401
F1.1861,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,1,1,401
F1.1862,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,0,1,401
F1.1863,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,2,1,401
F1.1864,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,3,1,401
F1.1865,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,5,1,401
F1.1866,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,3,1,401
F1.1867,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,0,1,401
F1.1868,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,2,1,401
F1.1869,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,1,1,401
F1.1870,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,0,1,401
F1.1871,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,2,1,401
F1.1872,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,0,1,401
F1.1873,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,1,1,401
F1.1874,F.CC27,NwNw,4,M.CC19,Fw,0,M,Nw,0,1,401
F1.1875,F.CC27,NwNw,4,M.CC19,Fw,0,F,,0,1,401
F1.1876,F.CC27,NwNw,4,M.CC19,Fw,0,F,,0,1,401
F1.1877,F.CC27,NwNw,4,M.CC19,Fw,0,F,,3,1,401
F1.1878,F.CC27,NwNw,4,M.CC19,Fw,0,F,,6,1,401
F1.1879,F.CC27,NwNw,4,M.CC19,Fw,0,F,,3,1,401
F1.1880,F.CC27,NwNw,4,M.CC19,Fw,0,F,,3,1,401
F1.1881,F.CC27,NwNw,4,M.CC19,Fw,0,F,,4,1,401
F1.1882,F.CC27,NwNw,4,M.CC19,Fw,0,F,,3,1,401
F1.1883,F.CC27,NwNw,4,M.CC19,Fw,0,F,,0,1,401
F1.1884,F.CC27,NwNw,4,M.CC19,Fw,0,F,,1,1,401
F1.1885,F.CC27,NwNw,4,M.CC19,Fw,0,F,,4,1,401
F1.1886,F.CC27,NwNw,4,M.CC19,Fw,0,F,,0,1,401
F1.1887,F.CC27,NwNw,4,M.CC19,Fw,0,F,,2,1,401
F1.1888,F.CC27,NwNw,4,M.CC19,Fw,0,F,,3,1,401
F1.1889,F.CC27,NwNw,4,M.CC19,Fw,0,F,,0,1,401
F1.1890,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1891,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1892,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1893,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1894,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1895,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1896,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1897,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1898,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1899,F.CC83,NwFw,0,M.CC1,Fw,0,M,Fw,0,0,135
F1.1900,F.CC83,NwFw,0,M.CC1,Fw,0,M,Nw,0,0,135
F1.1901,F.CC83,NwFw,0,M.CC1,Fw,0,M,Nw,0,0,135
F1.1902,F.CC83,NwFw,0,M.CC1,Fw,0,M,Nw,0,0,135
F1.1903,F.CC83,NwFw,0,M.CC1,Fw,0,M,Nw,0,0,135
F1.1904,F.CC83,NwFw,0,M.CC1,Fw,0,M,Nw,0,0,135
F1.1905,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1906,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1907,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1908,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1909,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1910,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1911,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1912,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1913,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1914,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1915,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1916,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1917,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1918,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1919,F.CC83,NwFw,0,M.CC1,Fw,0,F,,0,0,135
F1.1920,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,101
F1.1921,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,6,1,101
F1.1922,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,101
F1.1923,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,1,1,101
F1.1924,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,3,1,101
F1.1925,F.CC116,NwFw,0,M.CC33,Fw,6,M,Fw,1,1,101
F1.1926,F.CC116,NwFw,0,M.CC33,Fw,6,M,Fw,4,1,101
F1.1927,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,6,1,101
F1.1928,F.CC116,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,101
F1.1929,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,3,1,101
F1.1930,F.CC116,NwFw,0,M.CC33,Fw,6,M,Fw,0,1,101
F1.1931,F.CC116,NwFw,0,M.CC33,Fw,6,M,Nw,0,1,101
F1.1932,F.CC116,NwFw,0,M.CC33,Fw,6,M,Fw,2,1,101
F1.1933,F.CC116,NwFw,0,M.CC33,Fw,6,F,,3,1,101
F1.1934,F.CC116,NwFw,0,M.CC33,Fw,6,F,,2,1,101
F1.1935,F.CC116,NwFw,0,M.CC33,Fw,6,F,,1,1,101
F1.1936,F.CC116,NwFw,0,M.CC33,Fw,6,F,,2,1,101
F1.1937,F.CC116,NwFw,0,M.CC33,Fw,6,F,,3,1,101
F1.1938,F.CC116,NwFw,0,M.CC33,Fw,6,F,,6,1,101
F1.1939,F.CC116,NwFw,0,M.CC33,Fw,6,F,,0,1,101
F1.1940,F.CC116,NwFw,0,M.CC33,Fw,6,F,,0,1,101
F1.1941,F.CC116,NwFw,0,M.CC33,Fw,6,F,,0,1,101
F1.1942,F.CC116,NwFw,0,M.CC33,Fw,6,F,,4,1,101
F1.1943,F.CC116,NwFw,0,M.CC33,Fw,6,F,,0,1,101
F1.1944,F.CC116,NwFw,0,M.CC33,Fw,6,F,,2,1,101
F1.1945,F.CC116,NwFw,0,M.CC33,Fw,6,F,,3,1,101
F1.1946,F.CC116,NwFw,0,M.CC33,Fw,6,F,,0,1,101
F1.1947,F.CC116,NwFw,0,M.CC33,Fw,6,F,,0,1,101
F1.1948,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,0,1,308
F1.1949,F.CC8,NwFw,4,M.CC15,Fw,0,M,Fw,0,1,308
F1.1950,F.CC8,NwFw,4,M.CC15,Fw,0,M,Fw,0,1,308
F1.1951,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,0,1,308
F1.1952,F.CC8,NwFw,4,M.CC15,Fw,0,M,Fw,0,1,308
F1.1953,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,1,1,308
F1.1954,F.CC8,NwFw,4,M.CC15,Fw,0,M,Fw,0,1,308
F1.1955,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,0,1,308
F1.1956,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,1,1,308
F1.1957,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,0,1,308
F1.1958,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,0,1,308
F1.1959,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,0,1,308
F1.1960,F.CC8,NwFw,4,M.CC15,Fw,0,M,Fw,0,1,308
F1.1961,F.CC8,NwFw,4,M.CC15,Fw,0,M,Nw,0,1,308
F1.1962,F.CC8,NwFw,4,M.CC15,Fw,0,M,Fw,1,1,308
F1.1963,F.CC8,NwFw,4,M.CC15,Fw,0,F,,2,1,308
F1.1964,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1965,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1966,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1967,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1968,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1969,F.CC8,NwFw,4,M.CC15,Fw,0,F,,1,1,308
F1.1970,F.CC8,NwFw,4,M.CC15,Fw,0,F,,4,1,308
F1.1971,F.CC8,NwFw,4,M.CC15,Fw,0,F,,2,1,308
F1.1972,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1973,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1974,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1975,F.CC8,NwFw,4,M.CC15,Fw,0,F,,1,1,308
F1.1976,F.CC8,NwFw,4,M.CC15,Fw,0,F,,0,1,308
F1.1977,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,6,1,341
F1.1978,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,4,1,341
F1.1979,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,3,1,341
F1.1980,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,6,1,341
F1.1981,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,0,1,341
F1.1982,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,6,1,341
F1.1983,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,6,1,341
F1.1984,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,4,1,341
F1.1985,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,0,1,341
F1.1986,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,6,1,341
F1.1987,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,6,1,341
F1.1988,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,0,1,341
F1.1989,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,4,1,341
F1.1990,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,3,1,341
F1.1991,F.CC79,NwNw,0,M.CC36,Nw,6,M,Nw,1,1,341
F1.1992,F.CC79,NwNw,0,M.CC36,Nw,6,F,,6,1,341
F1.1993,F.CC79,NwNw,0,M.CC36,Nw,6,F,,5,1,341
F1.1994,F.CC79,NwNw,0,M.CC36,Nw,6,F,,6,1,341
F1.1995,F.CC79,NwNw,0,M.CC36,Nw,6,F,,3,1,341
F1.1996,F.CC79,NwNw,0,M.CC36,Nw,6,F,,6,1,341
F1.1997,F.CC79,NwNw,0,M.CC36,Nw,6,F,,6,1,341
F1.1998,F.CC79,NwNw,0,M.CC36,Nw,6,F,,7,1,341
F1.1999,F.CC79,NwNw,0,M.CC36,Nw,6,F,,6,1,341
F1.2000,F.CC79,NwNw,0,M.CC36,Nw,6,F,,5,1,341
F1.2001,F.CC79,NwNw,0,M.CC36,Nw,6,F,,4,1,341
F1.2002,F.CC79,NwNw,0,M.CC36,Nw,6,F,,5,1,341
F1.2003,F.CC79,NwNw,0,M.CC36,Nw,6,F,,6,1,341
F1.2004,F.CC79,NwNw,0,M.CC36,Nw,6,F,,6,1,341
F1.2005,F.CC79,NwNw,0,M.CC36,Nw,6,F,,2,1,341
F1.2006,F.CC79,NwNw,0,M.CC36,Nw,6,F,,4,1,341
F1.2007,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2008,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2009,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2010,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2011,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2012,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2013,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2014,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2015,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2016,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2017,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2018,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2019,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2020,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2021,F.CC50,NwNw,0,M.CC1,Fw,0,M,Nw,0,0,348
F1.2022,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2023,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2024,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2025,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2026,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2027,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2028,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2029,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2030,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2031,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2032,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2033,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2034,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2035,F.CC50,NwNw,0,M.CC1,Fw,0,F,,0,0,348
F1.2036,F.CC54,NwFw,6,M.CC27,Fw,3,M,Nw,7,2,358
F1.2037,F.CC54,NwFw,6,M.CC27,Fw,3,M,Nw,4,2,358
F1.2038,F.CC54,NwFw,6,M.CC27,Fw,3,M,Nw,6,2,358
F1.2039,F.CC54,NwFw,6,M.CC27,Fw,3,M,Nw,6,2,358
F1.2040,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,6,2,358
F1.2041,F.CC54,NwFw,6,M.CC27,Fw,3,M,Nw,3,2,358
F1.2042,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,3,2,358
F1.2043,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,0,2,358
F1.2044,F.CC54,NwFw,6,M.CC27,Fw,3,M,Nw,3,2,358
F1.2045,F.CC54,NwFw,6,M.CC27,Fw,3,M,Nw,2,2,358
F1.2046,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,6,2,358
F1.2047,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,2,2,358
F1.2048,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,0,2,358
F1.2049,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,7,2,358
F1.2050,F.CC54,NwFw,6,M.CC27,Fw,3,M,Fw,0,2,358
F1.2051,F.CC54,NwFw,6,M.CC27,Fw,3,F,,3,2,358
F1.2052,F.CC54,NwFw,6,M.CC27,Fw,3,F,,6,2,358
F1.2053,F.CC54,NwFw,6,M.CC27,Fw,3,F,,6,2,358
F1.2054,F.CC54,NwFw,6,M.CC27,Fw,3,F,,0,2,358
F1.2055,F.CC54,NwFw,6,M.CC27,Fw,3,F,,6,2,358
F1.2056,F.CC54,NwFw,6,M.CC27,Fw,3,F,,2,2,358
F1.2057,F.CC54,NwFw,6,M.CC27,Fw,3,F,,0,2,358
F1.2058,F.CC54,NwFw,6,M.CC27,Fw,3,F,,5,2,358
F1.2059,F.CC54,NwFw,6,M.CC27,Fw,3,F,,6,2,358
F1.2060,F.CC54,NwFw,6,M.CC27,Fw,3,F,,3,2,358
F1.2061,F.CC54,NwFw,6,M.CC27,Fw,3,F,,3,2,358
F1.2062,F.CC54,NwFw,6,M.CC27,Fw,3,F,,0,2,358
F1.2063,F.CC54,NwFw,6,M.CC27,Fw,3,F,,1,2,358
F1.2064,F.CC54,NwFw,6,M.CC27,Fw,3,F,,3,2,358
F1.2065,F.CC54,NwFw,6,M.CC27,Fw,3,F,,6,2,358
F1.2066,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,2,1,316
F1.2067,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,1,1,316
F1.2068,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,4,1,316
F1.2069,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,1,1,316
F1.2070,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,2,1,316
F1.2071,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,2,1,316
F1.2072,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,0,1,316
F1.2073,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,3,1,316
F1.2074,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,1,1,316
F1.2075,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,1,1,316
F1.2076,F.CC114,NwNw,0,M.CC32,Nw,4,M,Nw,0,1,316
F1.2077,F.CC114,NwNw,0,M.CC32,Nw,4,F,,5,1,316
F1.2078,F.CC114,NwNw,0,M.CC32,Nw,4,F,,6,1,316
F1.2079,F.CC114,NwNw,0,M.CC32,Nw,4,F,,4,1,316
F1.2080,F.CC114,NwNw,0,M.CC32,Nw,4,F,,1,1,316
F1.2081,F.CC114,NwNw,0,M.CC32,Nw,4,F,,0,1,316
F1.2082,F.CC114,NwNw,0,M.CC32,Nw,4,F,,3,1,316
F1.2083,F.CC114,NwNw,0,M.CC32,Nw,4,F,,4,1,316
F1.2084,F.CC114,NwNw,0,M.CC32,Nw,4,F,,4,1,316
F1.2085,F.CC114,NwNw,0,M.CC32,Nw,4,F,,4,1,316
F1.2086,F.CC114,NwNw,0,M.CC32,Nw,4,F,,0,1,316
F1.2087,F.CC114,NwNw,0,M.CC32,Nw,4,F,,2,1,316
F1.2088,F.CC114,NwNw,0,M.CC32,Nw,4,F,,5,1,316
F1.2089,F.CC114,NwNw,0,M.CC32,Nw,4,F,,2,1,316
